fold,role,label,event_id,event_class,evaluation_group,station,channel,window_start_nominal,window_end_nominal,sample_rate_hz,gap_fraction_audited,preprocessing_version
holdout_S15,train,event,levent-03738,deep_moonquake_assigned,deep-family:A210,S14,MH1,1972-06-12T06:25:01.303075,1972-06-12T06:35:01.303075,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-03742,deep_moonquake_assigned,deep-family:A20,S15,MHZ,1972-06-12T09:52:59.776755,1972-06-12T10:02:59.776755,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-03745,deep_moonquake_assigned,deep-family:A1,S15,MHZ,1972-06-12T23:46:00.154113,1972-06-12T23:56:00.154113,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-03748,deep_moonquake_assigned,deep-family:A201,S15,MHZ,1972-06-13T06:25:00.287528,1972-06-13T06:35:00.287528,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-03756,deep_moonquake_assigned,deep-family:A30,S15,MHZ,1972-06-13T15:06:59.834698,1972-06-13T15:16:59.834698,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-03767,deep_moonquake_assigned,deep-family:A34,S15,MH1,1972-06-14T18:33:59.980113,1972-06-14T18:43:59.980113,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-03779,natural_impact,event:levent-03779,S15,MHZ,1972-06-16T16:09:00.062528,1972-06-16T16:19:00.062528,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-03789,natural_impact,event:levent-03789,S16,MHZ,1972-06-20T16:30:04.674415,1972-06-20T16:40:04.674415,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-03838,natural_impact,event:levent-03838,S14,MH1,1972-06-24T02:35:00.924245,1972-06-24T02:45:00.924245,6.625,0.0012578616352201257,primary-mh-v0.1
holdout_S15,train,event,levent-03838,natural_impact,event:levent-03838,S16,MHZ,1972-06-24T02:35:00.870245,1972-06-24T02:45:00.870245,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-03843,natural_impact,event:levent-03843,S12,MHZ,1972-06-24T08:06:00.840774,1972-06-24T08:16:00.840774,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-03843,natural_impact,event:levent-03843,S14,MH1,1972-06-24T08:06:02.056321,1972-06-24T08:16:02.056321,6.625,0.00025157232704402514,primary-mh-v0.1
holdout_S15,test,event,levent-03887,deep_moonquake_assigned,deep-family:A18,S15,MH1,1972-06-26T22:31:04.475000,1972-06-26T22:41:04.475000,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-03891,natural_impact,event:levent-03891,S15,MH1,1972-06-27T00:45:00.074642,1972-06-27T00:55:00.074642,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-03897,natural_impact,event:levent-03897,S14,MH1,1972-06-27T06:55:01.504132,1972-06-27T07:05:01.504132,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-03905,natural_impact,event:levent-03905,S15,MH1,1972-06-27T15:02:02.867094,1972-06-27T15:12:02.867094,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-03906,deep_moonquake_assigned,deep-family:A18,S15,MHZ,1972-06-27T15:54:03.168981,1972-06-27T16:04:03.168981,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-03940,natural_impact,event:levent-03940,S15,MH1,1972-06-30T04:58:01.231660,1972-06-30T05:08:01.231660,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-03977,natural_impact,event:levent-03977,S15,MHZ,1972-07-05T16:28:00.542830,1972-07-05T16:38:00.542830,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04001,deep_moonquake_assigned,deep-family:A41,S15,MH2,1972-07-07T14:17:00.474528,1972-07-07T14:27:00.474528,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04008,natural_impact,event:levent-04008,S12,MHZ,1972-07-07T21:01:00.010642,1972-07-07T21:11:00.010642,6.625,0.10490566037735849,primary-mh-v0.1
holdout_S15,test,event,levent-04025,deep_moonquake_assigned,deep-family:A15,S15,MHZ,1972-07-08T18:10:00.241113,1972-07-08T18:20:00.241113,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04035,natural_impact,event:levent-04035,S15,MH1,1972-07-09T09:44:00.101170,1972-07-09T09:54:00.101170,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04039,deep_moonquake_assigned,deep-family:A20,S15,MH1,1972-07-09T18:00:00.704943,1972-07-09T18:10:00.704943,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04056,natural_impact,event:levent-04056,S15,MHZ,1972-07-11T14:43:00.102472,1972-07-11T14:53:00.102472,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04070,deep_moonquake_assigned,deep-family:A229,S14,MH1,1972-07-13T11:21:01.984353,1972-07-13T11:31:01.984353,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04070,deep_moonquake_assigned,deep-family:A229,S16,MH1,1972-07-13T11:21:03.102396,1972-07-13T11:31:03.102396,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04083,natural_impact,event:levent-04083,S12,MH1,1972-07-16T03:17:59.997226,1972-07-16T03:27:59.997226,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04083,natural_impact,event:levent-04083,S14,MH1,1972-07-16T03:18:00.935774,1972-07-16T03:28:00.935774,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04083,natural_impact,event:levent-04083,S16,MHZ,1972-07-16T03:18:00.875774,1972-07-16T03:28:00.875774,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04086,natural_impact,event:levent-04086,S12,MHZ,1972-07-17T05:02:59.844585,1972-07-17T05:12:59.844585,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04087,natural_impact,event:levent-04087,S15,MHZ,1972-07-17T07:48:00.347057,1972-07-17T07:58:00.347057,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04088,natural_impact,event:levent-04088,S14,MH1,1972-07-17T12:03:02.451792,1972-07-17T12:13:02.451792,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04089,natural_impact,event:levent-04089,S15,MHZ,1972-07-17T21:54:00.196113,1972-07-17T22:04:00.196113,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04094,natural_impact,event:levent-04094,S15,MHZ,1972-07-20T02:28:00.582830,1972-07-20T02:38:00.582830,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04115,natural_impact,event:levent-04115,S12,MHZ,1972-07-21T08:01:00.851302,1972-07-21T08:11:00.851302,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04116,natural_impact,event:levent-04116,S12,MHZ,1972-07-21T08:46:00.926774,1972-07-21T08:56:00.926774,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04116,natural_impact,event:levent-04116,S14,MH1,1972-07-21T08:46:02.444094,1972-07-21T08:56:02.444094,6.625,0.0005031446540880503,primary-mh-v0.1
holdout_S15,test,event,levent-04171,natural_impact,event:levent-04171,S15,MHZ,1972-07-24T05:37:00.983369,1972-07-24T05:47:00.983369,6.625,0.00025157232704402514,primary-mh-v0.1
holdout_S15,test,event,levent-04220,natural_impact,event:levent-04220,S15,MH1,1972-07-27T00:01:59.971113,1972-07-27T00:11:59.971113,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04234,natural_impact,event:levent-04234,S15,MHZ,1972-07-28T02:21:00.459415,1972-07-28T02:31:00.459415,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04243,natural_impact,event:levent-04243,S14,MH1,1972-07-30T03:16:00.841830,1972-07-30T03:26:00.841830,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04245,natural_impact,event:levent-04245,S12,MHZ,1972-07-31T18:06:02.320321,1972-07-31T18:16:02.320321,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04245,natural_impact,event:levent-04245,S14,MH1,1972-07-31T18:06:04.275415,1972-07-31T18:16:04.275415,6.625,0.002012578616352201,primary-mh-v0.1
holdout_S15,train,event,levent-04252,natural_impact,event:levent-04252,S16,MHZ,1972-08-02T01:24:00.519830,1972-08-02T01:34:00.519830,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04257,deep_moonquake_assigned,deep-family:A40,S15,MH2,1972-08-02T14:14:01.416547,1972-08-02T14:24:01.416547,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04273,deep_moonquake_assigned,deep-family:A348,S14,MH1,1972-08-04T14:56:02.907038,1972-08-04T15:06:02.907038,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04280,deep_moonquake_assigned,deep-family:A15,S15,MHZ,1972-08-05T07:47:00.256472,1972-08-05T07:57:00.256472,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04340,natural_impact,event:levent-04340,S15,MHZ,1972-08-11T09:43:00.121585,1972-08-11T09:53:00.121585,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04351,natural_impact,event:levent-04351,S16,MHZ,1972-08-14T01:57:00.383415,1972-08-14T02:07:00.383415,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04360,natural_impact,event:levent-04360,S16,MH1,1972-08-15T08:46:02.003321,1972-08-15T08:56:02.003321,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04443,deep_moonquake_assigned,deep-family:A18,S15,MHZ,1972-08-20T21:01:04.237057,1972-08-20T21:11:04.237057,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04451,deep_moonquake_unclassified,event:levent-04451,S16,MHZ,1972-08-21T05:27:01.386132,1972-08-21T05:37:01.386132,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04482,natural_impact,event:levent-04482,S12,MHZ,1972-08-22T15:33:01.511962,1972-08-22T15:43:01.511962,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04482,natural_impact,event:levent-04482,S14,MH1,1972-08-22T15:33:04.100057,1972-08-22T15:43:04.100057,6.625,0.0005031446540880503,primary-mh-v0.1
holdout_S15,test,event,levent-04537,deep_moonquake_assigned,deep-family:A19,S15,MH1,1972-08-25T03:53:00.628302,1972-08-25T04:03:00.628302,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04549,natural_impact,event:levent-04549,S16,MH1,1972-08-25T23:57:59.426226,1972-08-26T00:07:59.426226,6.625,0.0005031446540880503,primary-mh-v0.1
holdout_S15,test,event,levent-04570,natural_impact,event:levent-04570,S15,MHZ,1972-08-29T18:41:03.463396,1972-08-29T18:51:03.463396,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04586,natural_impact,event:levent-04586,S12,MHZ,1972-08-31T17:34:01.918321,1972-08-31T17:44:01.918321,6.625,0.007044025157232704,primary-mh-v0.1
holdout_S15,test,event,levent-04607,natural_impact,event:levent-04607,S15,MHZ,1972-09-04T13:54:00.101113,1972-09-04T14:04:00.101113,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04618,natural_impact,event:levent-04618,S15,MH1,1972-09-06T13:32:00.253057,1972-09-06T13:42:00.253057,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04624,natural_impact,event:levent-04624,S15,MH1,1972-09-08T03:54:00.163113,1972-09-08T04:04:00.163113,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04630,natural_impact,event:levent-04630,S15,MH1,1972-09-08T17:05:00.389528,1972-09-08T17:15:00.389528,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04639,natural_impact,event:levent-04639,S14,MH1,1972-09-10T12:58:02.472208,1972-09-10T13:08:02.472208,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04639,natural_impact,event:levent-04639,S16,MHZ,1972-09-10T12:58:03.582755,1972-09-10T13:08:03.582755,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04641,deep_moonquake_assigned,deep-family:A16,S15,MH1,1972-09-11T11:19:00.404358,1972-09-11T11:29:00.404358,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04646,natural_impact,event:levent-04646,S12,MHZ,1972-09-12T12:33:59.888113,1972-09-12T12:43:59.888113,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04646,natural_impact,event:levent-04646,S14,MH1,1972-09-12T12:34:02.371208,1972-09-12T12:44:02.371208,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04662,deep_moonquake_assigned,deep-family:A17,S15,MHZ,1972-09-14T12:38:59.983585,1972-09-14T12:48:59.983585,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04666,natural_impact,event:levent-04666,S12,MHZ,1972-09-15T00:56:00.171943,1972-09-15T01:06:00.171943,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04670,natural_impact,event:levent-04670,S15,MHZ,1972-09-16T02:52:00.182057,1972-09-16T03:02:00.182057,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04702,natural_impact,event:levent-04702,S15,MHZ,1972-09-18T19:47:03.808403,1972-09-18T19:57:03.808403,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04705,natural_impact,event:levent-04705,S12,MHZ,1972-09-18T23:37:02.101849,1972-09-18T23:47:02.101849,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-04705,natural_impact,event:levent-04705,S14,MH1,1972-09-18T23:37:06.349264,1972-09-18T23:47:06.349264,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04739,natural_impact,event:levent-04739,S15,MHZ,1972-09-21T00:45:59.973226,1972-09-21T00:55:59.973226,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04767,natural_impact,event:levent-04767,S15,MH1,1972-09-23T12:18:02.539208,1972-09-23T12:28:02.539208,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04869,deep_moonquake_assigned,deep-family:A17,S15,MHZ,1972-10-10T21:19:50.453792,1972-10-10T21:29:50.453792,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04875,deep_moonquake_assigned,deep-family:A33,S15,MHZ,1972-10-11T19:37:00.546302,1972-10-11T19:47:00.546302,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04880,deep_moonquake_assigned,deep-family:A285,S15,MHZ,1972-10-12T09:46:00.373887,1972-10-12T09:56:00.373887,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04982,natural_impact,event:levent-04982,S15,MH1,1972-10-22T05:36:00.924717,1972-10-22T05:46:00.924717,6.625,0.00025157232704402514,primary-mh-v0.1
holdout_S15,test,event,levent-04983,natural_impact,event:levent-04983,S15,MH1,1972-10-22T06:42:01.075660,1972-10-22T06:52:01.075660,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-04992,deep_moonquake_assigned,deep-family:A15,S15,MH2,1972-10-22T18:39:03.566226,1972-10-22T18:49:03.566226,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05002,deep_moonquake_assigned,deep-family:A212,S15,MH2,1972-10-23T02:08:00.277943,1972-10-23T02:18:00.277943,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05044,deep_moonquake_assigned,deep-family:A20,S15,MH1,1972-10-26T10:25:02.340490,1972-10-26T10:35:02.340490,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05045,natural_impact,event:levent-05045,S15,MHZ,1972-10-26T20:42:03.925395,1972-10-26T20:52:03.925395,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05053,deep_moonquake_assigned,deep-family:A30,S15,MHZ,1972-10-27T11:11:02.145906,1972-10-27T11:21:02.145906,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05085,natural_impact,event:levent-05085,S15,MH1,1972-11-01T02:28:00.072938,1972-11-01T02:38:00.072938,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05128,deep_moonquake_assigned,deep-family:A16,S15,MH1,1972-11-05T22:10:00.421887,1972-11-05T22:20:00.421887,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-05137,natural_impact,event:levent-05137,S14,MH1,1972-11-06T04:22:00.700774,1972-11-06T04:32:00.700774,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-05137,natural_impact,event:levent-05137,S16,MHZ,1972-11-06T04:22:00.994774,1972-11-06T04:32:00.994774,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05160,deep_moonquake_assigned,deep-family:A17,S15,MHZ,1972-11-07T08:52:00.001057,1972-11-07T09:02:00.001057,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05175,deep_moonquake_assigned,deep-family:A33,S15,MH2,1972-11-08T17:53:00.704302,1972-11-08T18:03:00.704302,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-05176,natural_impact,event:levent-05176,S16,MHZ,1972-11-08T18:41:04.536943,1972-11-08T18:51:04.536943,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05186,deep_moonquake_assigned,deep-family:A285,S15,MH1,1972-11-09T05:47:00.297472,1972-11-09T05:57:00.297472,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-05194,deep_moonquake_assigned,deep-family:A104,S16,MH1,1972-11-09T16:26:04.309873,1972-11-09T16:36:04.309873,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-05208,natural_impact,event:levent-05208,S14,MH1,1972-11-10T10:26:01.932434,1972-11-10T10:36:01.932434,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-05266,natural_impact,event:levent-05266,S16,MHZ,1972-11-14T07:45:02.422623,1972-11-14T07:55:02.422623,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05268,natural_impact,event:levent-05268,S15,MHZ,1972-11-14T19:23:02.345792,1972-11-14T19:33:02.345792,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05277,natural_impact,event:levent-05277,S15,MH1,1972-11-15T20:44:03.771698,1972-11-15T20:54:03.771698,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-05290,natural_impact,event:levent-05290,S16,MHZ,1972-11-16T13:28:03.700811,1972-11-16T13:38:03.700811,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-05291,deep_moonquake_assigned,deep-family:A434,S12,MHZ,1972-11-16T13:58:00.975774,1972-11-16T14:08:00.975774,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05356,natural_impact,event:levent-05356,S15,MHZ,1972-11-19T18:22:03.926642,1972-11-19T18:32:03.926642,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05362,deep_moonquake_assigned,deep-family:A42,S15,MH1,1972-11-20T15:21:03.160396,1972-11-20T15:31:03.160396,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05363,deep_moonquake_assigned,deep-family:A15,S15,MH1,1972-11-20T20:16:03.990585,1972-11-20T20:26:03.990585,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05369,natural_impact,event:levent-05369,S15,MH1,1972-11-22T20:51:04.444887,1972-11-22T21:01:04.444887,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05374,deep_moonquake_assigned,deep-family:A30,S15,MH1,1972-11-24T00:30:00.081000,1972-11-24T00:40:00.081000,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05378,natural_impact,event:levent-05378,S15,MH1,1972-11-24T21:35:04.684774,1972-11-24T21:45:04.684774,6.625,0.00025157232704402514,primary-mh-v0.1
holdout_S15,test,event,levent-05401,natural_impact,event:levent-05401,S15,MHZ,1972-12-02T21:44:00.769717,1972-12-02T21:54:00.769717,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05403,natural_impact,event:levent-05403,S15,MHZ,1972-12-03T02:35:59.823283,1972-12-03T02:45:59.823283,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05443,natural_impact,event:levent-05443,S15,MHZ,1972-12-06T14:07:00.353585,1972-12-06T14:17:00.353585,6.625,0.025157232704402517,primary-mh-v0.1
holdout_S15,test,event,levent-05476,deep_moonquake_assigned,deep-family:A18,S15,MHZ,1972-12-10T05:58:00.083629,1972-12-10T06:08:00.083629,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05481,artificial_impact_sivb,event:levent-05481,S15,MHZ,1972-12-10T20:30:00.687403,1972-12-10T20:40:00.687403,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-05491,natural_impact,event:levent-05491,S12,MHZ,1972-12-12T14:52:59.998642,1972-12-12T15:02:59.998642,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-05496,deep_moonquake_assigned,deep-family:A233,S12,MHZ,1972-12-13T17:47:59.879057,1972-12-13T17:57:59.879057,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-05496,deep_moonquake_assigned,deep-family:A233,S14,MH1,1972-12-13T17:48:03.462925,1972-12-13T17:58:03.462925,6.625,0.1449056603773585,primary-mh-v0.1
holdout_S15,train,event,levent-05496,deep_moonquake_assigned,deep-family:A233,S16,MHZ,1972-12-13T17:48:04.776245,1972-12-13T17:58:04.776245,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05506,artificial_impact_lm,event:levent-05506,S15,MHZ,1972-12-15T06:50:01.033660,1972-12-15T07:00:01.033660,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05537,deep_moonquake_assigned,deep-family:A42,S15,MHZ,1972-12-18T00:21:00.293415,1972-12-18T00:31:00.293415,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05541,deep_moonquake_assigned,deep-family:A15,S15,MHZ,1972-12-19T21:47:04.268652,1972-12-19T21:57:04.268652,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05555,deep_moonquake_assigned,deep-family:A30,S15,MH1,1972-12-21T16:28:03.350925,1972-12-21T16:38:03.350925,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05566,deep_moonquake_assigned,deep-family:A34,S15,MH1,1972-12-23T10:38:02.257321,1972-12-23T10:48:02.257321,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05570,deep_moonquake_assigned,deep-family:A9,S15,MH1,1972-12-24T10:37:02.430736,1972-12-24T10:47:02.430736,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05619,deep_moonquake_assigned,deep-family:A17,S15,MH1,1973-01-01T11:30:00.555883,1973-01-01T11:40:00.555883,6.625,0.07446540880503144,primary-mh-v0.1
holdout_S15,test,event,levent-05639,deep_moonquake_assigned,deep-family:A33,S15,MHZ,1973-01-03T02:41:59.928174,1973-01-03T02:51:59.928174,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-05643,deep_moonquake_assigned,deep-family:A104,S16,MHZ,1973-01-03T15:46:03.841462,1973-01-03T15:56:03.841462,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05669,deep_moonquake_assigned,deep-family:A18,S15,MHZ,1973-01-05T22:50:00.553887,1973-01-05T23:00:00.553887,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05756,natural_impact,event:levent-05756,S15,MHZ,1973-01-18T22:59:04.505887,1973-01-18T23:09:04.505887,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-05757,natural_impact,event:levent-05757,S12,MHZ,1973-01-18T23:57:02.586736,1973-01-19T00:07:02.586736,6.625,0.004779874213836478,primary-mh-v0.1
holdout_S15,train,event,levent-05757,natural_impact,event:levent-05757,S14,MH1,1973-01-18T23:57:05.414604,1973-01-19T00:07:05.414604,6.625,0.00880503144654088,primary-mh-v0.1
holdout_S15,train,event,levent-05757,natural_impact,event:levent-05757,S16,MHZ,1973-01-18T23:57:05.341604,1973-01-19T00:07:05.341604,6.625,0.009056603773584906,primary-mh-v0.1
holdout_S15,test,event,levent-05818,natural_impact,event:levent-05818,S15,MH1,1973-01-31T00:42:00.182113,1973-01-31T00:52:00.182113,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05833,natural_impact,event:levent-05833,S15,MH1,1973-02-02T10:42:00.137113,1973-02-02T10:52:00.137113,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05853,natural_impact,event:levent-05853,S15,MHZ,1973-02-05T20:57:00.394528,1973-02-05T21:07:00.394528,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05860,deep_moonquake_assigned,deep-family:A19,S15,MHZ,1973-02-07T11:16:00.390057,1973-02-07T11:26:00.390057,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05862,deep_moonquake_assigned,deep-family:A44,S15,MH1,1973-02-09T02:22:00.050000,1973-02-09T02:32:00.050000,6.625,0.00025157232704402514,primary-mh-v0.1
holdout_S15,test,event,levent-05894,natural_impact,event:levent-05894,S15,MH1,1973-02-12T10:54:02.355321,1973-02-12T11:04:02.355321,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05926,natural_impact,event:levent-05926,S15,MHZ,1973-02-14T17:35:03.467226,1973-02-14T17:45:03.467226,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-05949,natural_impact,event:levent-05949,S15,MHZ,1973-02-15T23:33:05.010830,1973-02-15T23:43:05.010830,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-06027,deep_moonquake_assigned,deep-family:A1,S15,MH1,1973-03-01T07:13:00.420528,1973-03-01T07:23:00.420528,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-06033,natural_impact,event:levent-06033,S15,MHZ,1973-03-07T08:52:00.383057,1973-03-07T09:02:00.383057,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-06039,deep_moonquake_assigned,deep-family:A40,S15,MH2,1973-03-09T18:36:00.494830,1973-03-09T18:46:00.494830,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-06048,natural_impact,event:levent-06048,S12,MHZ,1973-03-12T20:37:59.394453,1973-03-12T20:47:59.394453,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-06048,natural_impact,event:levent-06048,S14,MH1,1973-03-12T20:38:03.899642,1973-03-12T20:48:03.899642,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-06052,natural_impact,event:levent-06052,S15,MH1,1973-03-13T22:05:04.250057,1973-03-13T22:15:04.250057,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-06072,natural_impact,event:levent-06072,S15,MH2,1973-03-15T13:44:02.831038,1973-03-15T13:54:02.831038,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-06100,natural_impact,event:levent-06100,S15,MH1,1973-03-17T08:56:02.043264,1973-03-17T09:06:02.043264,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-06116,natural_impact,event:levent-06116,S16,MHZ,1973-03-19T11:30:02.896981,1973-03-19T11:40:02.896981,6.625,0.0,primary-mh-v0.1
holdout_S15,train,event,levent-06122,natural_impact,event:levent-06122,S14,MH1,1973-03-20T09:44:02.347264,1973-03-20T09:54:02.347264,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-06129,natural_impact,event:levent-06129,S15,MHZ,1973-03-22T15:16:03.216925,1973-03-22T15:26:03.216925,6.625,0.0,primary-mh-v0.1
holdout_S15,test,event,levent-06137,natural_impact,event:levent-06137,S15,MHZ,1973-03-23T17:05:03.787170,1973-03-23T17:15:03.787170,6.625,0.0,primary-mh-v0.1
