fold,held_out_station,event_id,station,event_class,evaluation_group,reference_time,role
holdout_S15,S15,levent-02228,S15,natural_impact,event:levent-02228,1971-11-14T04:17:00,test
holdout_S15,S15,levent-02243,S12,natural_impact,event:levent-02243,1971-11-16T00:06:00,train
holdout_S15,S15,levent-02243,S14,natural_impact,event:levent-02243,1971-11-16T00:06:00,train
holdout_S15,S15,levent-02246,S12,natural_impact,event:levent-02246,1971-11-16T05:45:00,train
holdout_S15,S15,levent-02246,S14,natural_impact,event:levent-02246,1971-11-16T05:45:00,train
holdout_S15,S15,levent-02278,S14,natural_impact,event:levent-02278,1971-11-17T23:48:00,train
holdout_S15,S15,levent-02280,S12,natural_impact,event:levent-02280,1971-11-18T02:10:00,train
holdout_S15,S15,levent-02280,S14,natural_impact,event:levent-02280,1971-11-18T02:10:00,train
holdout_S15,S15,levent-02281,S15,deep_moonquake_assigned,deep-family:A8,1971-11-18T04:21:00,test
holdout_S15,S15,levent-02308,S15,deep_moonquake_assigned,deep-family:A17,1971-11-20T06:10:00,test
holdout_S15,S15,levent-02310,S12,natural_impact,event:levent-02310,1971-11-20T13:32:00,train
holdout_S15,S15,levent-02310,S14,natural_impact,event:levent-02310,1971-11-20T13:32:00,train
holdout_S15,S15,levent-02331,S15,deep_moonquake_assigned,deep-family:A20,1971-11-21T11:17:00,test
holdout_S15,S15,levent-02340,S15,deep_moonquake_assigned,deep-family:A18,1971-11-21T19:13:00,test
holdout_S15,S15,levent-02359,S15,natural_impact,event:levent-02359,1971-11-23T23:33:00,test
holdout_S15,S15,levent-02361,S12,natural_impact,event:levent-02361,1971-11-24T02:44:00,train
holdout_S15,S15,levent-02361,S14,natural_impact,event:levent-02361,1971-11-24T02:44:00,train
holdout_S15,S15,levent-02371,S12,natural_impact,event:levent-02371,1971-11-25T00:17:00,train
holdout_S15,S15,levent-02371,S14,natural_impact,event:levent-02371,1971-11-25T00:17:00,train
holdout_S15,S15,levent-02388,S12,natural_impact,event:levent-02388,1971-11-26T16:38:00,train
holdout_S15,S15,levent-02388,S14,natural_impact,event:levent-02388,1971-11-26T16:38:00,train
holdout_S15,S15,levent-02394,S15,natural_impact,event:levent-02394,1971-11-30T01:10:00,test
holdout_S15,S15,levent-02398,S15,natural_impact,event:levent-02398,1971-11-30T20:20:00,test
holdout_S15,S15,levent-02436,S15,deep_moonquake_assigned,deep-family:A30,1971-12-05T07:37:00,test
holdout_S15,S15,levent-02452,S15,deep_moonquake_assigned,deep-family:A34,1971-12-07T11:53:00,test
holdout_S15,S15,levent-02462,S15,natural_impact,event:levent-02462,1971-12-12T10:30:00,test
holdout_S15,S15,levent-02488,S15,deep_moonquake_assigned,deep-family:A8,1971-12-15T20:20:00,test
holdout_S15,S15,levent-02506,S15,deep_moonquake_assigned,deep-family:A17,1971-12-17T02:12:00,test
holdout_S15,S15,levent-02507,S12,natural_impact,event:levent-02507,1971-12-17T04:08:00,train
holdout_S15,S15,levent-02507,S14,natural_impact,event:levent-02507,1971-12-17T04:08:00,train
holdout_S15,S15,levent-02512,S15,deep_moonquake_assigned,deep-family:A18,1971-12-17T16:08:00,test
holdout_S15,S15,levent-02577,S15,natural_impact,event:levent-02577,1971-12-23T07:13:00,test
holdout_S15,S15,levent-02582,S14,natural_impact,event:levent-02582,1971-12-24T14:47:00,train
holdout_S15,S15,levent-02584,S12,natural_impact,event:levent-02584,1971-12-27T08:07:00,train
holdout_S15,S15,levent-02609,S15,deep_moonquake_assigned,deep-family:A30,1972-01-01T14:48:00,test
holdout_S15,S15,levent-02622,S15,natural_impact,event:levent-02622,1972-01-04T00:10:00,test
holdout_S15,S15,levent-02624,S15,natural_impact,event:levent-02624,1972-01-04T06:35:00,test
holdout_S15,S15,levent-02625,S14,natural_impact,event:levent-02625,1972-01-04T10:02:00,train
holdout_S15,S15,levent-02628,S15,natural_impact,event:levent-02628,1972-01-05T01:33:00,test
holdout_S15,S15,levent-02666,S15,natural_impact,event:levent-02666,1972-01-13T05:47:00,test
holdout_S15,S15,levent-02676,S15,deep_moonquake_assigned,deep-family:A18,1972-01-14T04:20:00,test
holdout_S15,S15,levent-02702,S15,deep_moonquake_assigned,deep-family:A19,1972-01-19T06:46:00,test
holdout_S15,S15,levent-02703,S15,natural_impact,event:levent-02703,1972-01-20T07:46:00,test
holdout_S15,S15,levent-02708,S15,natural_impact,event:levent-02708,1972-01-22T09:08:00,test
holdout_S15,S15,levent-02714,S12,natural_impact,event:levent-02714,1972-01-26T05:10:00,train
holdout_S15,S15,levent-02714,S14,natural_impact,event:levent-02714,1972-01-26T05:10:00,train
holdout_S15,S15,levent-02807,S15,natural_impact,event:levent-02807,1972-02-21T20:52:00,test
holdout_S15,S15,levent-02839,S12,natural_impact,event:levent-02839,1972-02-28T12:40:00,train
holdout_S15,S15,levent-02839,S14,natural_impact,event:levent-02839,1972-02-28T12:40:00,train
holdout_S15,S15,levent-02840,S15,natural_impact,event:levent-02840,1972-02-28T13:20:00,test
holdout_S15,S15,levent-02845,S15,deep_moonquake_assigned,deep-family:A16,1972-03-03T02:57:00,test
holdout_S15,S15,levent-02852,S12,natural_impact,event:levent-02852,1972-03-07T06:01:00,train
holdout_S15,S15,levent-02852,S14,natural_impact,event:levent-02852,1972-03-07T06:01:00,train
holdout_S15,S15,levent-02880,S15,natural_impact,event:levent-02880,1972-03-11T21:00:00,test
holdout_S15,S15,levent-02884,S12,natural_impact,event:levent-02884,1972-03-12T18:00:00,train
holdout_S15,S15,levent-02884,S14,natural_impact,event:levent-02884,1972-03-12T18:00:00,train
holdout_S15,S15,levent-02896,S15,natural_impact,event:levent-02896,1972-03-15T01:36:00,test
holdout_S15,S15,levent-02928,S15,deep_moonquake_assigned,deep-family:A23,1972-03-21T14:51:00,test
holdout_S15,S15,levent-02945,S15,deep_moonquake_assigned,deep-family:A16,1972-03-29T11:36:00,test
holdout_S15,S15,levent-02952,S14,natural_impact,event:levent-02952,1972-04-02T07:15:00,train
holdout_S15,S15,levent-02983,S15,deep_moonquake_assigned,deep-family:A36,1972-04-09T11:01:00,test
holdout_S15,S15,levent-02990,S14,natural_impact,event:levent-02990,1972-04-10T07:25:00,train
holdout_S15,S15,levent-02991,S15,deep_moonquake_assigned,deep-family:A14,1972-04-10T14:28:00,test
holdout_S15,S15,levent-02999,S15,deep_moonquake_assigned,deep-family:A15,1972-04-11T18:08:00,test
holdout_S15,S15,levent-03008,S14,natural_impact,event:levent-03008,1972-04-12T17:49:00,train
holdout_S15,S15,levent-03014,S15,natural_impact,event:levent-03014,1972-04-14T11:27:00,test
holdout_S15,S15,levent-03034,S12,deep_moonquake_unclassified,event:levent-03034,1972-04-18T02:08:00,train
holdout_S15,S15,levent-03034,S14,deep_moonquake_unclassified,event:levent-03034,1972-04-18T02:08:00,train
holdout_S15,S15,levent-03046,S15,deep_moonquake_assigned,deep-family:A30,1972-04-19T13:46:00,test
holdout_S15,S15,levent-03050,S12,artificial_impact_sivb,event:levent-03050,1972-04-19T21:03:00,train
holdout_S15,S15,levent-03149,S16,deep_moonquake_assigned,deep-family:A419,1972-04-28T13:43:00,train
holdout_S15,S15,levent-03178,S14,natural_impact,event:levent-03178,1972-04-30T01:17:00,train
holdout_S15,S15,levent-03190,S16,deep_moonquake_assigned,deep-family:A99,1972-04-30T20:53:00,train
holdout_S15,S15,levent-03204,S12,natural_impact,event:levent-03204,1972-05-02T12:02:00,train
holdout_S15,S15,levent-03204,S14,natural_impact,event:levent-03204,1972-05-02T12:02:00,train
holdout_S15,S15,levent-03257,S15,deep_moonquake_assigned,deep-family:A36,1972-05-07T15:13:00,test
holdout_S15,S15,levent-03299,S16,deep_moonquake_assigned,deep-family:A90,1972-05-10T21:46:00,train
holdout_S15,S15,levent-03311,S12,natural_impact,event:levent-03311,1972-05-11T13:35:00,train
holdout_S15,S15,levent-03311,S14,natural_impact,event:levent-03311,1972-05-11T13:35:00,train
holdout_S15,S15,levent-03311,S16,natural_impact,event:levent-03311,1972-05-11T13:35:00,train
holdout_S15,S15,levent-03351,S12,natural_impact,event:levent-03351,1972-05-14T09:44:00,train
holdout_S15,S15,levent-03351,S14,natural_impact,event:levent-03351,1972-05-14T09:44:00,train
holdout_S15,S15,levent-03370,S15,deep_moonquake_assigned,deep-family:A20,1972-05-15T17:21:00,test
holdout_S15,S15,levent-03396,S15,deep_moonquake_assigned,deep-family:A30,1972-05-17T00:42:00,test
holdout_S15,S15,levent-03404,S15,deep_moonquake_assigned,deep-family:A34,1972-05-17T23:32:00,test
holdout_S15,S15,levent-03416,S15,natural_impact,event:levent-03416,1972-05-18T23:21:00,test
holdout_S15,S15,levent-03422,S16,deep_moonquake_assigned,deep-family:A354,1972-05-19T07:15:00,train
holdout_S15,S15,levent-03426,S12,natural_impact,event:levent-03426,1972-05-19T18:26:00,train
holdout_S15,S15,levent-03426,S14,natural_impact,event:levent-03426,1972-05-19T18:26:00,train
holdout_S15,S15,levent-03466,S16,natural_impact,event:levent-03466,1972-05-24T08:44:00,train
holdout_S15,S15,levent-03468,S15,deep_moonquake_assigned,deep-family:A16,1972-05-24T09:26:00,test
holdout_S15,S15,levent-03494,S15,deep_moonquake_assigned,deep-family:A27,1972-05-26T06:08:00,test
holdout_S15,S15,levent-03499,S15,deep_moonquake_assigned,deep-family:A283,1972-05-26T11:17:00,test
holdout_S15,S15,levent-03502,S15,deep_moonquake_assigned,deep-family:A256,1972-05-26T12:20:00,test
holdout_S15,S15,levent-03523,S15,deep_moonquake_assigned,deep-family:A32,1972-05-27T05:55:00,test
holdout_S15,S15,levent-03531,S15,deep_moonquake_assigned,deep-family:A17,1972-05-27T18:57:00,test
holdout_S15,S15,levent-03532,S15,deep_moonquake_assigned,deep-family:A33,1972-05-27T19:17:00,test
holdout_S15,S15,levent-03535,S15,deep_moonquake_assigned,deep-family:A402,1972-05-27T22:50:00,test
holdout_S15,S15,levent-03537,S15,deep_moonquake_assigned,deep-family:A35,1972-05-28T02:08:00,test
holdout_S15,S15,levent-03560,S15,deep_moonquake_assigned,deep-family:A49,1972-05-29T13:17:00,test
holdout_S15,S15,levent-03566,S15,natural_impact,event:levent-03566,1972-05-29T21:22:00,test
holdout_S15,S15,levent-03630,S15,deep_moonquake_assigned,deep-family:A19,1972-06-05T14:44:00,test
holdout_S15,S15,levent-03631,S15,deep_moonquake_assigned,deep-family:A14,1972-06-05T16:17:00,test
holdout_S15,S15,levent-03651,S14,natural_impact,event:levent-03651,1972-06-06T23:03:00,train
holdout_S15,S15,levent-03664,S14,deep_moonquake_assigned,deep-family:A90,1972-06-08T11:10:00,train
holdout_S15,S15,levent-03664,S16,deep_moonquake_assigned,deep-family:A90,1972-06-08T11:10:00,train
holdout_S15,S15,levent-03667,S15,deep_moonquake_assigned,deep-family:A236,1972-06-08T12:24:00,test
holdout_S15,S15,levent-03669,S15,deep_moonquake_assigned,deep-family:A41,1972-06-08T16:19:00,test
holdout_S15,S15,levent-03682,S15,deep_moonquake_assigned,deep-family:A212,1972-06-09T05:43:00,test
holdout_S15,S15,levent-03683,S15,deep_moonquake_assigned,deep-family:A290,1972-06-09T07:52:00,test
holdout_S15,S15,levent-03684,S14,deep_moonquake_assigned,deep-family:A431,1972-06-09T08:20:00,train
holdout_S15,S15,levent-03684,S16,deep_moonquake_assigned,deep-family:A431,1972-06-09T08:20:00,train
holdout_S15,S15,levent-03699,S15,natural_impact,event:levent-03699,1972-06-09T16:00:00,test
holdout_S15,S15,levent-03737,S12,natural_impact,event:levent-03737,1972-06-12T02:20:00,train
holdout_S15,S15,levent-03738,S12,deep_moonquake_assigned,deep-family:A210,1972-06-12T06:27:00,train
holdout_S15,S15,levent-03738,S14,deep_moonquake_assigned,deep-family:A210,1972-06-12T06:27:00,train
holdout_S15,S15,levent-03742,S15,deep_moonquake_assigned,deep-family:A20,1972-06-12T09:55:00,test
holdout_S15,S15,levent-03745,S15,deep_moonquake_assigned,deep-family:A1,1972-06-12T23:48:00,test
holdout_S15,S15,levent-03748,S15,deep_moonquake_assigned,deep-family:A201,1972-06-13T06:27:00,test
holdout_S15,S15,levent-03756,S15,deep_moonquake_assigned,deep-family:A30,1972-06-13T15:09:00,test
holdout_S15,S15,levent-03767,S15,deep_moonquake_assigned,deep-family:A34,1972-06-14T18:36:00,test
holdout_S15,S15,levent-03779,S15,natural_impact,event:levent-03779,1972-06-16T16:11:00,test
holdout_S15,S15,levent-03789,S16,natural_impact,event:levent-03789,1972-06-20T16:32:00,train
holdout_S15,S15,levent-03838,S14,natural_impact,event:levent-03838,1972-06-24T02:37:00,train
holdout_S15,S15,levent-03838,S16,natural_impact,event:levent-03838,1972-06-24T02:37:00,train
holdout_S15,S15,levent-03843,S12,natural_impact,event:levent-03843,1972-06-24T08:08:00,train
holdout_S15,S15,levent-03843,S14,natural_impact,event:levent-03843,1972-06-24T08:08:00,train
holdout_S15,S15,levent-03887,S15,deep_moonquake_assigned,deep-family:A18,1972-06-26T22:33:00,test
holdout_S15,S15,levent-03891,S15,natural_impact,event:levent-03891,1972-06-27T00:47:00,test
holdout_S15,S15,levent-03897,S14,natural_impact,event:levent-03897,1972-06-27T06:57:00,train
holdout_S15,S15,levent-03905,S15,natural_impact,event:levent-03905,1972-06-27T15:04:00,test
holdout_S15,S15,levent-03906,S15,deep_moonquake_assigned,deep-family:A18,1972-06-27T15:56:00,test
holdout_S15,S15,levent-03940,S15,natural_impact,event:levent-03940,1972-06-30T05:00:00,test
holdout_S15,S15,levent-03977,S15,natural_impact,event:levent-03977,1972-07-05T16:30:00,test
holdout_S15,S15,levent-04001,S15,deep_moonquake_assigned,deep-family:A41,1972-07-07T14:19:00,test
holdout_S15,S15,levent-04008,S12,natural_impact,event:levent-04008,1972-07-07T21:03:00,train
holdout_S15,S15,levent-04008,S14,natural_impact,event:levent-04008,1972-07-07T21:03:00,train
holdout_S15,S15,levent-04025,S15,deep_moonquake_assigned,deep-family:A15,1972-07-08T18:12:00,test
holdout_S15,S15,levent-04035,S15,natural_impact,event:levent-04035,1972-07-09T09:46:00,test
holdout_S15,S15,levent-04039,S15,deep_moonquake_assigned,deep-family:A20,1972-07-09T18:02:00,test
holdout_S15,S15,levent-04056,S15,natural_impact,event:levent-04056,1972-07-11T14:45:00,test
holdout_S15,S15,levent-04070,S14,deep_moonquake_assigned,deep-family:A229,1972-07-13T11:23:00,train
holdout_S15,S15,levent-04070,S16,deep_moonquake_assigned,deep-family:A229,1972-07-13T11:23:00,train
holdout_S15,S15,levent-04083,S12,natural_impact,event:levent-04083,1972-07-16T03:20:00,train
holdout_S15,S15,levent-04083,S14,natural_impact,event:levent-04083,1972-07-16T03:20:00,train
holdout_S15,S15,levent-04083,S16,natural_impact,event:levent-04083,1972-07-16T03:20:00,train
holdout_S15,S15,levent-04086,S12,natural_impact,event:levent-04086,1972-07-17T05:05:00,train
holdout_S15,S15,levent-04086,S14,natural_impact,event:levent-04086,1972-07-17T05:05:00,train
holdout_S15,S15,levent-04087,S15,natural_impact,event:levent-04087,1972-07-17T07:50:00,test
holdout_S15,S15,levent-04088,S14,natural_impact,event:levent-04088,1972-07-17T12:05:00,train
holdout_S15,S15,levent-04089,S15,natural_impact,event:levent-04089,1972-07-17T21:56:00,test
holdout_S15,S15,levent-04094,S15,natural_impact,event:levent-04094,1972-07-20T02:30:00,test
holdout_S15,S15,levent-04115,S12,natural_impact,event:levent-04115,1972-07-21T08:03:00,train
holdout_S15,S15,levent-04116,S12,natural_impact,event:levent-04116,1972-07-21T08:48:00,train
holdout_S15,S15,levent-04116,S14,natural_impact,event:levent-04116,1972-07-21T08:48:00,train
holdout_S15,S15,levent-04171,S15,natural_impact,event:levent-04171,1972-07-24T05:39:00,test
holdout_S15,S15,levent-04220,S15,natural_impact,event:levent-04220,1972-07-27T00:04:00,test
holdout_S15,S15,levent-04234,S15,natural_impact,event:levent-04234,1972-07-28T02:23:00,test
holdout_S15,S15,levent-04243,S14,natural_impact,event:levent-04243,1972-07-30T03:18:00,train
holdout_S15,S15,levent-04245,S12,natural_impact,event:levent-04245,1972-07-31T18:08:00,train
holdout_S15,S15,levent-04245,S14,natural_impact,event:levent-04245,1972-07-31T18:08:00,train
holdout_S15,S15,levent-04252,S16,natural_impact,event:levent-04252,1972-08-02T01:26:00,train
holdout_S15,S15,levent-04257,S15,deep_moonquake_assigned,deep-family:A40,1972-08-02T14:16:00,test
holdout_S15,S15,levent-04273,S14,deep_moonquake_assigned,deep-family:A348,1972-08-04T14:58:00,train
holdout_S15,S15,levent-04280,S15,deep_moonquake_assigned,deep-family:A15,1972-08-05T07:49:00,test
holdout_S15,S15,levent-04340,S15,natural_impact,event:levent-04340,1972-08-11T09:45:00,test
holdout_S15,S15,levent-04351,S16,natural_impact,event:levent-04351,1972-08-14T01:59:00,train
holdout_S15,S15,levent-04360,S16,natural_impact,event:levent-04360,1972-08-15T08:48:00,train
holdout_S15,S15,levent-04443,S15,deep_moonquake_assigned,deep-family:A18,1972-08-20T21:03:00,test
holdout_S15,S15,levent-04451,S16,deep_moonquake_unclassified,event:levent-04451,1972-08-21T05:29:00,train
holdout_S15,S15,levent-04482,S12,natural_impact,event:levent-04482,1972-08-22T15:35:00,train
holdout_S15,S15,levent-04482,S14,natural_impact,event:levent-04482,1972-08-22T15:35:00,train
holdout_S15,S15,levent-04537,S15,deep_moonquake_assigned,deep-family:A19,1972-08-25T03:55:00,test
holdout_S15,S15,levent-04549,S16,natural_impact,event:levent-04549,1972-08-26T00:00:00,train
holdout_S15,S15,levent-04570,S15,natural_impact,event:levent-04570,1972-08-29T18:43:00,test
holdout_S15,S15,levent-04586,S12,natural_impact,event:levent-04586,1972-08-31T17:36:00,train
holdout_S15,S15,levent-04607,S15,natural_impact,event:levent-04607,1972-09-04T13:56:00,test
holdout_S15,S15,levent-04618,S15,natural_impact,event:levent-04618,1972-09-06T13:34:00,test
holdout_S15,S15,levent-04624,S15,natural_impact,event:levent-04624,1972-09-08T03:56:00,test
holdout_S15,S15,levent-04630,S15,natural_impact,event:levent-04630,1972-09-08T17:07:00,test
holdout_S15,S15,levent-04639,S14,natural_impact,event:levent-04639,1972-09-10T13:00:00,train
holdout_S15,S15,levent-04639,S16,natural_impact,event:levent-04639,1972-09-10T13:00:00,train
holdout_S15,S15,levent-04641,S15,deep_moonquake_assigned,deep-family:A16,1972-09-11T11:21:00,test
holdout_S15,S15,levent-04646,S12,natural_impact,event:levent-04646,1972-09-12T12:36:00,train
holdout_S15,S15,levent-04646,S14,natural_impact,event:levent-04646,1972-09-12T12:36:00,train
holdout_S15,S15,levent-04662,S15,deep_moonquake_assigned,deep-family:A17,1972-09-14T12:41:00,test
holdout_S15,S15,levent-04666,S12,natural_impact,event:levent-04666,1972-09-15T00:58:00,train
holdout_S15,S15,levent-04670,S15,natural_impact,event:levent-04670,1972-09-16T02:54:00,test
holdout_S15,S15,levent-04702,S15,natural_impact,event:levent-04702,1972-09-18T19:49:00,test
holdout_S15,S15,levent-04705,S12,natural_impact,event:levent-04705,1972-09-18T23:39:00,train
holdout_S15,S15,levent-04705,S14,natural_impact,event:levent-04705,1972-09-18T23:39:00,train
holdout_S15,S15,levent-04739,S15,natural_impact,event:levent-04739,1972-09-21T00:48:00,test
holdout_S15,S15,levent-04767,S15,natural_impact,event:levent-04767,1972-09-23T12:20:00,test
holdout_S15,S15,levent-04869,S15,deep_moonquake_assigned,deep-family:A17,1972-10-10T21:22:00,test
holdout_S15,S15,levent-04875,S15,deep_moonquake_assigned,deep-family:A33,1972-10-11T19:39:00,test
holdout_S15,S15,levent-04880,S15,deep_moonquake_assigned,deep-family:A285,1972-10-12T09:48:00,test
holdout_S15,S15,levent-04982,S15,natural_impact,event:levent-04982,1972-10-22T05:38:00,test
holdout_S15,S15,levent-04983,S15,natural_impact,event:levent-04983,1972-10-22T06:44:00,test
holdout_S15,S15,levent-04992,S15,deep_moonquake_assigned,deep-family:A15,1972-10-22T18:41:00,test
holdout_S15,S15,levent-05002,S15,deep_moonquake_assigned,deep-family:A212,1972-10-23T02:10:00,test
holdout_S15,S15,levent-05044,S15,deep_moonquake_assigned,deep-family:A20,1972-10-26T10:27:00,test
holdout_S15,S15,levent-05045,S15,natural_impact,event:levent-05045,1972-10-26T20:44:00,test
holdout_S15,S15,levent-05053,S15,deep_moonquake_assigned,deep-family:A30,1972-10-27T11:13:00,test
holdout_S15,S15,levent-05085,S15,natural_impact,event:levent-05085,1972-11-01T02:30:00,test
holdout_S15,S15,levent-05128,S15,deep_moonquake_assigned,deep-family:A16,1972-11-05T22:12:00,test
holdout_S15,S15,levent-05137,S14,natural_impact,event:levent-05137,1972-11-06T04:24:00,train
holdout_S15,S15,levent-05137,S16,natural_impact,event:levent-05137,1972-11-06T04:24:00,train
holdout_S15,S15,levent-05160,S15,deep_moonquake_assigned,deep-family:A17,1972-11-07T08:54:00,test
holdout_S15,S15,levent-05175,S15,deep_moonquake_assigned,deep-family:A33,1972-11-08T17:55:00,test
holdout_S15,S15,levent-05176,S16,natural_impact,event:levent-05176,1972-11-08T18:43:00,train
holdout_S15,S15,levent-05186,S15,deep_moonquake_assigned,deep-family:A285,1972-11-09T05:49:00,test
holdout_S15,S15,levent-05194,S16,deep_moonquake_assigned,deep-family:A104,1972-11-09T16:28:00,train
holdout_S15,S15,levent-05208,S14,natural_impact,event:levent-05208,1972-11-10T10:28:00,train
holdout_S15,S15,levent-05266,S16,natural_impact,event:levent-05266,1972-11-14T07:47:00,train
holdout_S15,S15,levent-05268,S15,natural_impact,event:levent-05268,1972-11-14T19:25:00,test
holdout_S15,S15,levent-05277,S15,natural_impact,event:levent-05277,1972-11-15T20:46:00,test
holdout_S15,S15,levent-05290,S16,natural_impact,event:levent-05290,1972-11-16T13:30:00,train
holdout_S15,S15,levent-05291,S12,deep_moonquake_assigned,deep-family:A434,1972-11-16T14:00:00,train
holdout_S15,S15,levent-05291,S14,deep_moonquake_assigned,deep-family:A434,1972-11-16T14:00:00,train
holdout_S15,S15,levent-05356,S15,natural_impact,event:levent-05356,1972-11-19T18:24:00,test
holdout_S15,S15,levent-05362,S15,deep_moonquake_assigned,deep-family:A42,1972-11-20T15:23:00,test
holdout_S15,S15,levent-05363,S15,deep_moonquake_assigned,deep-family:A15,1972-11-20T20:18:00,test
holdout_S15,S15,levent-05369,S15,natural_impact,event:levent-05369,1972-11-22T20:53:00,test
holdout_S15,S15,levent-05374,S15,deep_moonquake_assigned,deep-family:A30,1972-11-24T00:32:00,test
holdout_S15,S15,levent-05378,S15,natural_impact,event:levent-05378,1972-11-24T21:37:00,test
holdout_S15,S15,levent-05400,S15,natural_impact,event:levent-05400,1972-12-02T07:58:00,test
holdout_S15,S15,levent-05401,S15,natural_impact,event:levent-05401,1972-12-02T21:46:00,test
holdout_S15,S15,levent-05403,S15,natural_impact,event:levent-05403,1972-12-03T02:38:00,test
holdout_S15,S15,levent-05443,S15,natural_impact,event:levent-05443,1972-12-06T14:09:00,test
holdout_S15,S15,levent-05476,S15,deep_moonquake_assigned,deep-family:A18,1972-12-10T06:00:00,test
holdout_S15,S15,levent-05481,S15,artificial_impact_sivb,event:levent-05481,1972-12-10T20:32:00,test
holdout_S15,S15,levent-05491,S12,natural_impact,event:levent-05491,1972-12-12T14:55:00,train
holdout_S15,S15,levent-05496,S12,deep_moonquake_assigned,deep-family:A233,1972-12-13T17:50:00,train
holdout_S15,S15,levent-05496,S14,deep_moonquake_assigned,deep-family:A233,1972-12-13T17:50:00,train
holdout_S15,S15,levent-05496,S16,deep_moonquake_assigned,deep-family:A233,1972-12-13T17:50:00,train
holdout_S15,S15,levent-05506,S15,artificial_impact_lm,event:levent-05506,1972-12-15T06:52:00,test
holdout_S15,S15,levent-05537,S15,deep_moonquake_assigned,deep-family:A42,1972-12-18T00:23:00,test
holdout_S15,S15,levent-05541,S15,deep_moonquake_assigned,deep-family:A15,1972-12-19T21:49:00,test
holdout_S15,S15,levent-05555,S15,deep_moonquake_assigned,deep-family:A30,1972-12-21T16:30:00,test
holdout_S15,S15,levent-05566,S15,deep_moonquake_assigned,deep-family:A34,1972-12-23T10:40:00,test
holdout_S15,S15,levent-05570,S15,deep_moonquake_assigned,deep-family:A9,1972-12-24T10:39:00,test
holdout_S15,S15,levent-05619,S15,deep_moonquake_assigned,deep-family:A17,1973-01-01T11:32:00,test
holdout_S15,S15,levent-05639,S15,deep_moonquake_assigned,deep-family:A33,1973-01-03T02:44:00,test
holdout_S15,S15,levent-05643,S16,deep_moonquake_assigned,deep-family:A104,1973-01-03T15:48:00,train
holdout_S15,S15,levent-05647,S14,natural_impact,event:levent-05647,1973-01-03T21:33:00,train
holdout_S15,S15,levent-05669,S15,deep_moonquake_assigned,deep-family:A18,1973-01-05T22:52:00,test
holdout_S15,S15,levent-05734,S14,deep_moonquake_assigned,deep-family:A234,1973-01-15T18:48:00,train
holdout_S15,S15,levent-05756,S15,natural_impact,event:levent-05756,1973-01-18T23:01:00,test
holdout_S15,S15,levent-05757,S12,natural_impact,event:levent-05757,1973-01-18T23:59:00,train
holdout_S15,S15,levent-05757,S14,natural_impact,event:levent-05757,1973-01-18T23:59:00,train
holdout_S15,S15,levent-05757,S16,natural_impact,event:levent-05757,1973-01-18T23:59:00,train
holdout_S15,S15,levent-05810,S14,deep_moonquake_assigned,deep-family:A386,1973-01-29T13:24:00,train
holdout_S15,S15,levent-05818,S15,natural_impact,event:levent-05818,1973-01-31T00:44:00,test
holdout_S15,S15,levent-05833,S15,natural_impact,event:levent-05833,1973-02-02T10:44:00,test
holdout_S15,S15,levent-05853,S15,natural_impact,event:levent-05853,1973-02-05T20:59:00,test
holdout_S15,S15,levent-05860,S15,deep_moonquake_assigned,deep-family:A19,1973-02-07T11:18:00,test
holdout_S15,S15,levent-05862,S15,deep_moonquake_assigned,deep-family:A44,1973-02-09T02:24:00,test
holdout_S15,S15,levent-05894,S15,natural_impact,event:levent-05894,1973-02-12T10:56:00,test
holdout_S15,S15,levent-05926,S15,natural_impact,event:levent-05926,1973-02-14T17:37:00,test
holdout_S15,S15,levent-05949,S15,natural_impact,event:levent-05949,1973-02-15T23:35:00,test
holdout_S15,S15,levent-06027,S15,deep_moonquake_assigned,deep-family:A1,1973-03-01T07:15:00,test
holdout_S15,S15,levent-06033,S15,natural_impact,event:levent-06033,1973-03-07T08:54:00,test
holdout_S15,S15,levent-06039,S15,deep_moonquake_assigned,deep-family:A40,1973-03-09T18:38:00,test
holdout_S15,S15,levent-06048,S12,natural_impact,event:levent-06048,1973-03-12T20:40:00,train
holdout_S15,S15,levent-06048,S14,natural_impact,event:levent-06048,1973-03-12T20:40:00,train
holdout_S15,S15,levent-06052,S15,natural_impact,event:levent-06052,1973-03-13T22:07:00,test
holdout_S15,S15,levent-06072,S15,natural_impact,event:levent-06072,1973-03-15T13:46:00,test
holdout_S15,S15,levent-06100,S15,natural_impact,event:levent-06100,1973-03-17T08:58:00,test
holdout_S15,S15,levent-06116,S16,natural_impact,event:levent-06116,1973-03-19T11:32:00,train
holdout_S15,S15,levent-06122,S14,natural_impact,event:levent-06122,1973-03-20T09:46:00,train
holdout_S15,S15,levent-06129,S15,natural_impact,event:levent-06129,1973-03-22T15:18:00,test
holdout_S15,S15,levent-06137,S15,natural_impact,event:levent-06137,1973-03-23T17:07:00,test
holdout_S15,S15,levent-06142,S12,natural_impact,event:levent-06142,1973-03-24T19:23:00,train
holdout_S15,S15,levent-06142,S14,natural_impact,event:levent-06142,1973-03-24T19:23:00,train
holdout_S15,S15,levent-06168,S15,natural_impact,event:levent-06168,1973-03-27T15:10:00,test
holdout_S15,S15,levent-06217,S15,natural_impact,event:levent-06217,1973-04-04T19:27:00,test
holdout_S15,S15,levent-06236,S15,deep_moonquake_assigned,deep-family:A15,1973-04-08T07:31:00,test
